Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate,City,Attraction_Rank,Is_Commented,Sentiment_Score,Year_Month
Bożena,There are no comments available for this review,2023-04-11,5,Poland,,,False,Paris,top1,False,0.5069174783641891,2023-04
Anonymous,To recommend,2023-04-11,5,,Helpful,,True,Paris,top1,True,0.3612,2023-04
Ima_V,"We loved Disneyland, but there was so much waiting time for just taking a photo with Olaf or other Disney characters. Every part of the park was too busy and we spent so much time in lines.",2023-04-11,4,,Helpful,,False,Paris,top2,True,0.3506,2023-04
Igor,"Avoid holidays like Easter, it was overcrowded!",2023-04-11,5,Austria,Helpful,,True,Paris,top2,True,0.4926,2023-04
Taly,There are no comments available for this review,2023-04-11,5,,,,False,Paris,top2,False,0.5069174783641891,2023-04
juan manuel,There are no comments available for this review,2023-04-11,4,Spain,,,False,Paris,top2,False,0.5069174783641891,2023-04
Irene,There are no comments available for this review,2023-04-11,5,Austria,,,False,Paris,top2,False,0.5069174783641891,2023-04
Tanja,There are no comments available for this review,2023-04-11,5,Switzerland,,,False,Paris,top2,False,0.5069174783641891,2023-04
Bruno,"The waiting time to carry out the activities was too long, other than that the experience was positive.",2023-04-11,4,France,Helpful,,True,Paris,top2,True,0.5574,2023-04
Torsten,There are no comments available for this review,2023-04-11,5,Germany,,,False,Paris,top2,False,0.5069174783641891,2023-04
Ricardo,"Long lines, otherwise everything is fine",2023-04-11,4,Andorra,Helpful,,True,Paris,top2,True,0.2023,2023-04
Anonymous,Great experience,2023-04-12,5,,Helpful,,False,Paris,top1,True,0.6249,2023-04
Amel,There are no comments available for this review,2023-04-12,4,Germany,,,False,Paris,top1,False,0.5069174783641891,2023-04
Anonymous,There are no comments available for this review,2023-04-12,5,,,,False,Paris,top1,False,0.5069174783641891,2023-04
AIREN VIOLET,There are no comments available for this review,2023-04-12,4,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
Thi Anh Thi,There are no comments available for this review,2023-04-12,5,Netherlands,,,False,Paris,top2,False,0.5069174783641891,2023-04
Annette,Expensive but everything was too full as promised,2023-04-12,4,Germany,Helpful,,True,Paris,top2,True,0.5023,2023-04
Kelly Johanna,There are no comments available for this review,2023-04-12,5,Switzerland,,,False,Paris,top2,False,0.5069174783641891,2023-04
Ivan,There are no comments available for this review,2023-04-12,5,Slovakia,,,False,Paris,top2,False,0.5069174783641891,2023-04
Perparim,Way too expensive!!,2023-04-12,4,Switzerland,Helpful,,True,Paris,top2,True,0.0,2023-04
Lisa,There are no comments available for this review,2023-04-12,4,Germany,,,False,Paris,top2,False,0.5069174783641891,2023-04
Micusan,"In one whole day we managed to enter only 5 attractions, the wait is 50 minutes at most attractions. For 127E/person it is disappointing to be put in the situation of waiting so long. 2 of the attractions in question were closed, and the third, after a 40-minute wait, closed in front of us (technical problems).",2023-04-12,3,Romania,Helpful,,True,Paris,top2,True,0.4201,2023-04
joanne_p,"I bought 2 days/2 Paris tickets and after the first day, the tickets disappeared from the app and had a difficult time retrieving them.",2023-04-12,2,,Helpful,,False,Paris,top2,True,-0.5267,2023-04
AIREN VIOLET,There are no comments available for this review,2023-04-12,5,United Kingdom,,,False,Paris,top2,False,0.5069174783641891,2023-04
Václav,There are no comments available for this review,2023-04-12,3,Czech Republic,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,"Pleasant, I recommend being above the boat, you don't miss any of the view.",2023-04-13,4,,Helpful,,True,Paris,top1,True,0.7387,2023-04
Simone,There are no comments available for this review,2023-04-13,5,Ireland,,,False,Paris,top1,False,0.5069174783641891,2023-04
Olga,There are no comments available for this review,2023-04-13,4,Germany,,,False,Paris,top1,False,0.5069174783641891,2023-04
Anonymous,There are no comments available for this review,2023-04-13,3,,,,False,Paris,top1,False,0.5069174783641891,2023-04
Federico,"A fantastic experience. Bring your lunch from outside otherwise they will kill you inside the park, everything is expensive!",2023-04-13,5,Italy,Helpful,,True,Paris,top2,True,-0.3382,2023-04
Anonymous,There are no comments available for this review,2023-04-13,4,,,,False,Paris,top2,False,0.5069174783641891,2023-04
Rom,There are no comments available for this review,2023-04-13,5,Israel,,,False,Paris,top2,False,0.5069174783641891,2023-04
Sergei,There are no comments available for this review,2023-04-13,4,Bulgaria,,,False,Paris,top2,False,0.5069174783641891,2023-04
Sonja,There are no comments available for this review,2023-04-13,5,Sweden,,,False,Paris,top2,False,0.5069174783641891,2023-04
Goni,There are no comments available for this review,2023-04-14,5,Greece,,,False,Paris,top1,False,0.5069174783641891,2023-04
Stefanie,Very nice boat tour!,2023-04-14,5,Germany,Helpful,,True,Paris,top1,True,0.5244,2023-04
Elisabete,There are no comments available for this review,2023-04-14,5,Portugal,,,False,Paris,top2,False,0.5069174783641891,2023-04
Beate,"A great experience. My heart's desire fulfilled, but everything was really very expensive",2023-04-14,4,Germany,Helpful,,True,Paris,top2,True,0.6486,2023-04
Joanna_L,"Far too crowded, everything far too overpriced, every second door is a shop. Very, very commercial. For 4 normal drinks 139 euros 😳😳😳 In many places, it wasn't just adults who were having fun.",2023-04-14,1,,Helpful,,True,Paris,top2,True,0.5106,2023-04
Kemi,"It was a lovely experience. The crowd were cheering, which was fun.",2023-04-15,4,United Kingdom,Helpful,,False,Paris,top1,True,0.886,2023-04
Vicky,There are no comments available for this review,2023-04-15,5,United States,,,False,Paris,top1,False,0.5069174783641891,2023-04
Anonymous,There are no comments available for this review,2023-04-15,4,,,,False,Paris,top1,False,0.5069174783641891,2023-04
Tania,There are no comments available for this review,2023-04-15,4,United Kingdom,,,False,Paris,top1,False,0.5069174783641891,2023-04
Matthias,There isn't much to see on board. The comment is superficial. The crepe included in the price was not available.,2023-04-15,2,Germany,Helpful,,True,Paris,top1,True,0.0,2023-04
Joanne,There are no comments available for this review,2023-04-15,4,Australia,,,False,Paris,top2,False,0.5069174783641891,2023-04
Malik,"Theme Park is Magical and very nice, but waiting very long queues makes disappear this Magic.",2023-04-15,2,Spain,Helpful,,False,Paris,top2,True,-0.0781,2023-04
Melanie,Beautiful place to forget all your worries 🤩♥️,2023-04-15,5,Germany,Helpful,,True,Paris,top2,True,0.6597,2023-04
Anonymous,There are no comments available for this review,2023-04-16,5,,,,False,Paris,top1,False,0.5069174783641891,2023-04
Antonis,"Clean boat, speedy boarding despite lots of people and nice explanation available due to on board wifi guide and seat available guides inside. All in all a memorable experience.",2023-04-16,4,Greece,Helpful,,True,Paris,top1,True,0.6705,2023-04
marta,There are no comments available for this review,2023-04-16,5,Spain,,,False,Paris,top1,False,0.5069174783641891,2023-04
catherine,There are no comments available for this review,2023-04-16,4,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
Valentina,There are no comments available for this review,2023-04-16,5,Italy,,,False,Paris,top1,False,0.5069174783641891,2023-04
Mileyde,"Excellent purchase with booking, I was unable to purchase on the Disney website and here it was simple and quick",2023-04-16,5,Brazil,Helpful,,True,Paris,top2,True,0.5719,2023-04
Nimmi,There are no comments available for this review,2023-04-16,5,Germany,,,False,Paris,top2,False,0.5069174783641891,2023-04
Vanessa,There are no comments available for this review,2023-04-16,4,Germany,,,False,Paris,top2,False,0.5069174783641891,2023-04
Eletina,There are no comments available for this review,2023-04-16,5,United Kingdom,,,False,Paris,top2,False,0.5069174783641891,2023-04
Maria,Access to Disneyland with the tickets worked perfectly. There were enough entrances open to scan tickets on site without long waiting times.,2023-04-16,4,Germany,Helpful,,True,Paris,top2,True,0.6369,2023-04
amedeo,There are no comments available for this review,2023-04-16,5,Italy,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,There are no comments available for this review,2023-04-16,5,,,,False,Paris,top2,False,0.5069174783641891,2023-04
Nicola_L,We had a smooth entrance with the tickets we bought from Viator to Disney land Paris. The bar code section for entry is needed. If you aren’t staying at Disney the RERa to the park is east and €5 euros in to the center of Paris . Better than a coach 😊,2023-04-16,5,,Helpful,,False,Paris,top2,True,0.836,2023-04
Erwin,There are no comments available for this review,2023-04-17,5,Austria,,,False,Paris,top1,False,0.5069174783641891,2023-04
Armine,There are no comments available for this review,2023-04-17,5,Belgium,,,False,Paris,top1,False,0.5069174783641891,2023-04
Tabacaru,There are no comments available for this review,2023-04-17,5,Italy,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,There are no comments available for this review,2023-04-17,5,,,,False,Paris,top2,False,0.5069174783641891,2023-04
Γκεζιμ,There are no comments available for this review,2023-04-18,5,Greece,,,False,Paris,top1,False,0.5069174783641891,2023-04
Jeancy,It was good but short. They can reach Swan Island 😔,2023-04-18,3,Democratic Republic of Congo,Helpful,,True,Paris,top1,True,0.3716,2023-04
Krystian,There are no comments available for this review,2023-04-18,5,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
Simona Ecaterina,"There is a long queue for almost everything, the food is tasteless, but still a beautiful experience worth visiting.",2023-04-18,4,Belgium,Helpful,,True,Paris,top2,True,0.8271,2023-04
Daniela,There are no comments available for this review,2023-04-18,5,Germany,,,False,Paris,top2,False,0.5069174783641891,2023-04
Oyinlola,There are no comments available for this review,2023-04-18,4,Nigeria,,,False,Paris,top2,False,0.5069174783641891,2023-04
Edgar,There are no comments available for this review,2023-04-18,5,Mexico,,,False,Paris,top2,False,0.5069174783641891,2023-04
Divya,Worth visiting,2023-04-18,5,United Kingdom,Helpful,,False,Paris,top2,True,0.2263,2023-04
kaking,"The tickets didn't work, they sent the wrong QR codes",2023-04-18,1,,Helpful,,True,Paris,top2,True,-0.4767,2023-04
memetovic,There are no comments available for this review,2023-04-18,5,Sweden,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,Great family experience,2023-04-18,5,,Helpful,,True,Paris,top2,True,0.6249,2023-04
Estibaliz,"Pleasant cruise with explanation of what you are seeing. Huge, modern two-story boat.",2023-04-19,5,Spain,Helpful,,True,Paris,top1,True,0.6808,2023-04
vanda,There are no comments available for this review,2023-04-19,5,Portugal,,,False,Paris,top1,False,0.5069174783641891,2023-04
Stephanie,Being not transported and a little far from the park (villeparisis) honestly very easy to get there with the RER.,2023-04-19,5,Switzerland,Helpful,,True,Paris,top2,True,0.7346,2023-04
Anonymous,There are no comments available for this review,2023-04-19,1,,,,False,Paris,top2,False,0.5069174783641891,2023-04
Osman,There are no comments available for this review,2023-04-19,5,Turkey,,,False,Paris,top2,False,0.5069174783641891,2023-04
Karisha,There are no comments available for this review,2023-04-19,5,Switzerland,,,False,Paris,top2,False,0.5069174783641891,2023-04
Rosario_R,"Everything was good as expected, I can say that I would return and I recommend it to everyone anywayhskskskskskdxjxjx",2023-04-19,5,,Helpful,,True,Paris,top2,True,0.6597,2023-04
Philippe,"I was supposed to take this cruise on the Seine, but because of the demonstrations, I canceled my trip to Paris and therefore my cruise. The cancellation of my hotel reservation was taken into account but not this cruise that I paid for. I am therefore requesting a refund. THANKS",2023-04-20,1,,Helpful,,True,Paris,top1,True,0.714,2023-04
Stelios,There are no comments available for this review,2023-04-20,5,Greece,,,False,Paris,top1,False,0.5069174783641891,2023-04
Anna,The boat ride was quite nice. Everything important was well explained via the audio guide. Toilets in very poor and old condition.,2023-04-20,4,Germany,Helpful,,True,Paris,top1,True,0.4336,2023-04
Paola,There are no comments available for this review,2023-04-20,5,Colombia,,,False,Paris,top2,False,0.5069174783641891,2023-04
Nicole,There are no comments available for this review,2023-04-20,3,Switzerland,,,False,Paris,top2,False,0.5069174783641891,2023-04
Bruno,It is wonderful. The only drawback is the long and long queues to access the entertainment.,2023-04-20,5,Portugal,Helpful,,True,Paris,top2,True,0.7579,2023-04
Szewczyk,There are no comments available for this review,2023-04-21,4,,,,False,Paris,top1,False,0.5069174783641891,2023-04
Mary,"Only regret is that the wifi audio tour was not working. The narrator was a champ, giving an “audio” tour in 3 languages live as we cruised by, but would’ve liked the detail of a recorded tour.",2023-04-21,4,United States,Helpful,,False,Paris,top1,True,0.6757,2023-04
Marie-France,Magical day,2023-04-21,4,Switzerland,Helpful,,True,Paris,top2,True,0.0,2023-04
armando,"Disneyland is a dream for adults and children. I found it more expensive than the last time (about 5 years ago). We only went to one park this year (the Studio's required a separate ticket and then it would have taken an extra day), this is the only regret. For the rest everything is perfect including the hotel which in terms of quality/price ratio compared to the others is unbeatable, less so in the bar area where they asked us 9 euros for two 75ml bottles of water!!!!!",2023-04-21,4,Italy,Helpful,,True,Paris,top2,True,0.6209,2023-04
Ambroz,There are no comments available for this review,2023-04-21,5,Switzerland,,,False,Paris,top2,False,0.5069174783641891,2023-04
jennifer,"Lots of travelers on the barge (I was expecting a riverboat), long queue, but holiday period so no surprise. Few comments, almost inaudible.",2023-04-22,4,France,Helpful,,True,Paris,top1,True,0.3294,2023-04
Anonymous,There are no comments available for this review,2023-04-22,4,,,,False,Paris,top1,False,0.5069174783641891,2023-04
Caroline,"If you want to be able to see anything during the tour, learn to be outdoors, otherwise you won't see anything. It was really cold on our trip so we sat inside, wasted time and money.",2023-04-22,3,Sweden,Helpful,,True,Paris,top1,True,-0.4404,2023-04
Anonymous,"Too much all at once, but really exciting",2023-04-22,4,,Helpful,,True,Paris,top2,True,0.6946,2023-04
nadia_f,"Took us 50 min by train from 5th part to get there ! Recommend fast pass which need to be purchased online otherwise you gonna line up for 30 min like me ! Weather was terrible very cold, so sim up I hated the experience",2023-04-22,3,,Helpful,,False,Paris,top2,True,-0.5972,2023-04
Ania,There are no comments available for this review,2023-04-23,5,Netherlands,,,False,Paris,top1,False,0.5069174783641891,2023-04
giovanni,There are no comments available for this review,2023-04-23,5,Italy,,,False,Paris,top2,False,0.5069174783641891,2023-04
Hans,"Space Mountain closed, many businesses closed, a waste of money...wasn't worth it",2023-04-23,2,,Helpful,,True,Paris,top2,True,-0.5371,2023-04
Anonymous,There are no comments available for this review,2023-04-23,5,,,,False,Paris,top2,False,0.5069174783641891,2023-04
Natyele Cabral,They put more people on than the boat can support. They do not provide complete information about the audio guide. I do not recommend.,2023-04-24,2,Portugal,Helpful,,True,Paris,top1,True,0.1506,2023-04
Inga,There are no comments available for this review,2023-04-24,1,Germany,,,False,Paris,top1,False,0.5069174783641891,2023-04
Volkan,"Neither Europapark nor Legoland, Disneyland is better than them all. Both the shows during the day, the activities you can participate in and the environment you can visit are superb. The biggest problem is not enough time. And of course, you get very tired while walking around. The distances are not very close. One day will be enough for most people, but I wish there was a more practical way to get around inside. Neither Europapark nor Legoland, Disneyland is the best of them all. Both the daily shows, the activities you can participate in, and the environment you can visit are super. The biggest problem is the lack of time. And of course you get very tired while walking around. Distances are not very close. One day will be enough for most people, but I wish there was a more practical way to get around.",2023-04-24,5,Turkey,Helpful,,True,Paris,top2,True,0.8754,2023-04
Anonymous,There are no comments available for this review,2023-04-24,5,,,,False,Paris,top2,False,0.5069174783641891,2023-04
ALEXANDRE,There are no comments available for this review,2023-04-24,5,Netherlands,,,False,Paris,top2,False,0.5069174783641891,2023-04
Marin,There are no comments available for this review,2023-04-24,5,Romania,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,I blame Booking.com for not giving us the option to buy premium access as we had to wait long queues as we didn't know about it. Also give us more information next time as we were not informed that the Avengers camp would close early on the day we booked hence we didn't experience it. Otherwise the experience was great,2023-04-24,4,,Helpful,,False,Paris,top2,True,0.169,2023-04
Dinah,There are no comments available for this review,2023-04-24,4,United Kingdom,,,False,Paris,top2,False,0.5069174783641891,2023-04
van Eeghen,"What a disappointment. This park is only about money - all things are extremely expensive, poor in quality (especially the restaurants) and you have to beg for service, which is impolite and disinterested. I was at Disney some 7 years ago and the experience was completely different. Also the waiting times are sometimes extreme, allowing for possibly three rides per afternoon! Many attractions were closed and being redone.",2023-04-24,1,Netherlands,Helpful,,False,Paris,top2,True,-0.7763,2023-04
Oana,There are no comments available for this review,2023-04-24,5,United Kingdom,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,"The captain's commentary was difficult to understand. For the rest, excellent guidance in terms of check-in and it was nice that there was also security on the boat, vending machines and toilets. Great that you could see many sights from the Seine. Booking online was easy and convenient that you received a QR for your phone when checking in.",2023-04-25,4,,Helpful,,True,Paris,top1,True,0.9246,2023-04
Romina,There are no comments available for this review,2023-04-25,4,Italy,,,False,Paris,top1,False,0.5069174783641891,2023-04
inese,There are no comments available for this review,2023-04-25,5,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
Jean-luc,There are no comments available for this review,2023-04-25,4,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
Anonymous,There are no comments available for this review,2023-04-25,4,,,,False,Paris,top1,False,0.5069174783641891,2023-04
Mahenderkoemar,Had a great time with my grandchild. He is a fan of Marvel.,2023-04-25,5,Netherlands,Helpful,,True,Paris,top2,True,0.8481,2023-04
ROSSANA,"All perfect. We purchased our 2 tickets when leaving. We waited almost half an hour before sailing on the Seine. The monuments can be observed while sitting on the lower floor equipped with large windows without interruption so it is possible to take photos and supported by individual audio guides also in Italian. You can also easily access the uncovered second floor. We also had the opportunity, while travelling, to go out onto the lower side corridors outdoors. Friendly and helpful staff. I highly recommend it!!",2023-04-26,5,Italy,Helpful,,True,Paris,top1,True,0.9537,2023-04
Katia,There are no comments available for this review,2023-04-26,5,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
Nicola,There are no comments available for this review,2023-04-26,5,Italy,,,False,Paris,top1,False,0.5069174783641891,2023-04
Maria Antonia,There are no comments available for this review,2023-04-26,5,Portugal,,,False,Paris,top2,False,0.5069174783641891,2023-04
Anonymous,"It is not an amusement park with many roller coasters. There are many films and shows. The property is beautifully designed, spacious and well maintained! But think in advance where you want to go and make a plan!",2023-04-26,4,,Helpful,,True,Paris,top2,True,0.5234,2023-04
Jennifer,"Very good experience, a unique way to see the city. The only thing is that the QR code doesn't work, so you couldn't listen to the audio guide.",2023-04-27,4,,Helpful,,True,Paris,top1,True,0.4927,2023-04
Han Gie,There are no comments available for this review,2023-04-27,4,Malaysia,,,False,Paris,top1,False,0.5069174783641891,2023-04
Sri yuwono,There are no comments available for this review,2023-04-27,5,Indonesia,,,False,Paris,top1,False,0.5069174783641891,2023-04
Melanie,"Disneyland Paris is a very nice theme park. The parades and dance shows were great. Everything is very clean and the staff is courteous. The only thing that bothered us was that the light show didn't take place until 10:50 p.m., which is definitely too late for the children.",2023-04-27,5,Switzerland,Helpful,,True,Paris,top2,True,0.9311,2023-04
Alexandre,There are no comments available for this review,2023-04-27,5,France,,,False,Paris,top2,False,0.5069174783641891,2023-04
A,There are no comments available for this review,2023-04-27,5,Netherlands,,,False,Paris,top2,False,0.5069174783641891,2023-04
Clare,There are no comments available for this review,2023-04-28,5,United Kingdom,,,False,Paris,top1,False,0.5069174783641891,2023-04
Pawel,I recommend to everyone! Many attractions in a short time…,2023-04-28,5,Netherlands,Helpful,,True,Paris,top1,True,0.68,2023-04
Anonymous,There are no comments available for this review,2023-04-28,5,,,,False,Paris,top1,False,0.5069174783641891,2023-04
ERIKA,There are no comments available for this review,2023-04-28,4,Mexico,,,False,Paris,top1,False,0.5069174783641891,2023-04
Marian,There are no comments available for this review,2023-04-28,5,Netherlands,,,False,Paris,top2,False,0.5069174783641891,2023-04
Marcel,There are no comments available for this review,2023-04-28,5,Netherlands,,,False,Paris,top2,False,0.5069174783641891,2023-04
qianqian,"The QR code for the tickets I bought couldn't be accessed at all. I asked the Disney staff and they didn't know what was going on. I called booking customer service and couldn't solve the problem at all. It was a very bad experience. In the end, I bought two tickets at the front desk and will never use booking again. Purchased on 💔",2023-04-28,1,,Helpful,,True,Paris,top2,True,-0.2563,2023-04
Anonymous,"We really liked it, you spend a lot of time queuing at the attractions. In the advertising it often seems like you could see the Disney characters everywhere. That wasn't the case for us. We only saw the princesses at the parade. But The park is beautifully laid out and the many visitors are spread out well.",2023-04-28,4,,Helpful,,True,Paris,top2,True,0.9081,2023-04
Luiza,"Fabulous show, impressive parades, attractions for all tastes, hellish queues and sometimes for nothing significant",2023-04-28,4,Romania,Helpful,,True,Paris,top2,True,0.573,2023-04
Mohamed,It went well Good luck to you,2023-04-29,4,France,Helpful,,True,Paris,top1,True,0.7906,2023-04
Helena,There are no comments available for this review,2023-04-29,4,Finland,,,False,Paris,top1,False,0.5069174783641891,2023-04
Viktoriia,There are no comments available for this review,2023-04-29,5,United Kingdom,,,False,Paris,top1,False,0.5069174783641891,2023-04
Nantsya,There are no comments available for this review,2023-04-29,5,Mayotte,,,False,Paris,top1,False,0.5069174783641891,2023-04
JOSE MARIA,A lot of people because it is a very big ship. If you are unlucky and have to wait a while it gets a little overwhelming,2023-04-29,4,Spain,Helpful,,True,Paris,top1,True,0.0,2023-04
Tonkikh,"It is very convenient and profitable to buy a ticket to Disneyland through the Booking service. But in my opinion there is no point in buying a ticket to two parks for one day. You can’t even visit one park in one day, let alone two. This is wasted money. In general, everything in the park is very well thought out and organized. Public transport trains arrive right under the entrance of the park. Huge parking lot in the park. There are guys everywhere regulating the traffic of both cars and people. There are no traffic jams. The lines for the attractions move relatively quickly. The longest we stood was about 40 minutes. In comparison, in Rome in the Cinecitta World park it was more than 2 hours for the attraction.",2023-04-29,5,Italy,Helpful,,True,Paris,top2,True,0.5301,2023-04
Atef,There are no comments available for this review,2023-04-29,4,Israel,,,False,Paris,top2,False,0.5069174783641891,2023-04
Jose Manuel,There are no comments available for this review,2023-04-29,5,Bulgaria,,,False,Paris,top2,False,0.5069174783641891,2023-04
Jose Manuel,There are no comments available for this review,2023-04-29,5,Bulgaria,,,False,Paris,top2,False,0.5069174783641891,2023-04
Manjunath,"Too much of crowd, waiting time for each ride was minimum 60 min (but in actual it was more). AVENGERS was amazing. Do not miss this",2023-04-29,4,Switzerland,Helpful,,False,Paris,top2,True,0.8053,2023-04
Isabelle,There are no comments available for this review,2023-04-30,5,France,,,False,Paris,top1,False,0.5069174783641891,2023-04
kumar,"I would suggest to get a Disneyland Paris app through play store before you visit Disneyland. It will really help in real time tracking (waiting time) of different rides, shows etc. With overall interactive map, you can plan activities as per your interest.",2023-04-30,5,Netherlands,Helpful,,False,Paris,top2,True,0.8122,2023-04
Viktoriia,There are no comments available for this review,2023-04-30,5,United Kingdom,,,False,Paris,top2,False,0.5069174783641891,2023-04
Andres,There are no comments available for this review,2023-04-30,5,Chile,,,False,Paris,top2,False,0.5069174783641891,2023-04
Domenico,"Very disappointing. Each attraction requires a 1 hour queue, while the game only lasts a couple of minutes. The price you pay is not worth, there are much better parks in Europe where you can have a lot of fun at a cheaper price.",2023-04-30,2,Netherlands,Helpful,,False,Paris,top2,True,0.6,2023-04
Anonymous,"The queues were so long we weren’t able to get on any of the boats, therefore we did not use our ticket. Very unhelpful staff. Waste of 6 tickets that went unused.",2023-05-01,1,,Helpful,,False,Paris,top1,True,-0.4703,2023-05
Anonymous,"We enjoyed, thank you",2023-05-01,5,,Helpful,,False,Paris,top1,True,0.7003,2023-05
Dominik,"This cruise on the Seine is highly recommended. Nice boat, good service. Audio possible via mobile phone, through loudspeaker in French and English but not disturbing, was recorded live by someone with a pleasant voice. Handy to have the tickets in advance, just scan them on your mobile phone.",2023-05-01,4,Belgium,Helpful,,True,Paris,top1,True,0.9107,2023-05
Elsa,There are no comments available for this review,2023-05-01,4,Portugal,,,False,Paris,top2,False,0.5069174783641891,2023-05
Christina,"Fantastic and still as magical as ever. Too bad it's a small world was closed and the little one was just a little too short for certain attractions, but that was a reason to go back again...",2023-05-01,5,Netherlands,Helpful,,True,Paris,top2,True,0.3612,2023-05
Anonymous,No good food for a coffee you had to wait at least an hour not because there were a lot of people but the employees were too slow and only one cashier was asleep at her job unfriendly employees we were hungry and didn't get anything no good restaurants and it was very expensive not a good one Quality,2023-05-01,4,,Helpful,,True,Paris,top2,True,-0.8799,2023-05
Lydia,"It was a very good experience, I was able to do almost all the attractions I wanted to do and unfortunately others that I wanted to do but couldn't do because there were too many people in the queue and a lot minutes to wait. But I will come back with pleasure next time.",2023-05-01,5,France,Helpful,,True,Paris,top2,True,0.8028,2023-05
Christine,Too much waiting for each attraction.. no plan to guide us for example the time of the parade or other.. and a lot of waiting just to collect a birthday badge,2023-05-01,3,France,Helpful,,True,Paris,top2,True,0.2023,2023-05
Harir,There are no comments available for this review,2023-05-02,5,Algeria,,,False,Paris,top1,False,0.5069174783641891,2023-05
Benedetta,"The boat was full and many wanted to get on in the open area even though there were no more seats, remaining standing either on the steps provided for movement or in front of the people sitting, without any of the crew calling for respect for others and for safety regulations. I don't think I would do it again.",2023-05-02,3,France,Helpful,,True,Paris,top1,True,0.5719,2023-05
Mohammed Immad Eddin,There are no comments available for this review,2023-05-02,3,Netherlands,,,False,Paris,top1,False,0.5069174783641891,2023-05
Vita,There are no comments available for this review,2023-05-02,5,Belgium,,,False,Paris,top2,False,0.5069174783641891,2023-05
Armand,Too much queue for an attraction,2023-05-02,1,Italy,Helpful,,True,Paris,top2,True,0.4588,2023-05
Jerrilee_C,"Fireworks are literally amazing. The show is fabulous and not to be missed. 
Loved the variety of rides.",2023-05-02,5,,Helpful,,False,Paris,top2,True,0.9184,2023-05
Iveta,"Many people at once - in bad weather (storm), everyone hides inside and can't see anything. It would be better not to carry so many people at once so that they can see better from the inside.",2023-05-03,2,France,Helpful,,True,Paris,top1,True,0.1531,2023-05
Nóra,There are no comments available for this review,2023-05-03,5,Hungary,,,False,Paris,top1,False,0.5069174783641891,2023-05
Filip,There are no comments available for this review,2023-05-03,4,Belgium,,,False,Paris,top1,False,0.5069174783641891,2023-05
Lucie,"Great experience, a different view of the sights",2023-05-03,5,Czech Republic,Helpful,,True,Paris,top1,True,0.6249,2023-05
Anonymous,There are no comments available for this review,2023-05-03,4,,,,False,Paris,top2,False,0.5069174783641891,2023-05
Leszek,"I recommend it to everyone, both children and adults. Beware of long queues for attractions on site.",2023-05-03,5,Poland,Helpful,,True,Paris,top2,True,0.6486,2023-05
Kunika,There are no comments available for this review,2023-05-04,5,Netherlands,,,False,Paris,top1,False,0.5069174783641891,2023-05
Giorgio,"It is not easy to locate Pier 3 because the sign is relatively small on an orange pole. In any case, as soon as you go down to the lower part of the bridge with the tower behind you and the seine in front, you will find the first pier on the right. All you have to do is show them the reservation. I recommend printing the entry codes since they are sent all together and very close together and with the phone it is not exactly easy to scan them one by one. Folding the sheet makes it quicker. Outward journey back to the same point and without lunch 1 hour.",2023-05-04,5,Italy,Helpful,,True,Paris,top1,True,-0.5442,2023-05
Konstantinos,"We didn't actually do it. We had booked our tickets, pre-paid and went to the station and there were over 200 people waiting. What's the point of pre-booking if you have to wait for so many people, they shouldn't oversell tickets",2023-05-04,1,Greece,Helpful,,False,Paris,top1,True,0.1695,2023-05
Carmen,There are no comments available for this review,2023-05-04,5,Switzerland,,,False,Paris,top2,False,0.5069174783641891,2023-05
Iulian Ovidiu Andrei,There are no comments available for this review,2023-05-05,5,Romania,,,False,Paris,top1,False,0.5069174783641891,2023-05
Miroslav,There are no comments available for this review,2023-05-05,4,,,,False,Paris,top1,False,0.5069174783641891,2023-05
Dinakaran,There are no comments available for this review,2023-05-05,5,Netherlands,,,False,Paris,top1,False,0.5069174783641891,2023-05
Maciej,There are no comments available for this review,2023-05-05,5,Poland,,,False,Paris,top2,False,0.5069174783641891,2023-05
Nedaivoda,"Great place, long queues for rides",2023-05-05,5,Austria,Helpful,,True,Paris,top2,True,0.6249,2023-05
Juan Carlos,There are no comments available for this review,2023-05-05,4,Spain,,,False,Paris,top2,False,0.5069174783641891,2023-05
Nantsya,Excellent day with the children. Access is easy by RER A and the activities are great! To do again!,2023-05-05,5,Mayotte,Helpful,,True,Paris,top2,True,0.9059,2023-05
Diana Karolina,"It was a unique experience for us as a family with children, the magic of Disney causes a unique and unforgettable feeling. We will return again.",2023-05-05,5,France,Helpful,,True,Paris,top2,True,0.128,2023-05
